status,name,address,rating,reviews,types,neighborhood,place_id,reason
NEW,"Chelsea men spa","122 W 29th St, New York, NY 10001, USA",4.4,39,"Day Spa","Chelsea",ChIJg63XfHFZwokRxAl8wPLmyMQ,
NEW,"Refresh Body Wellness Spa","133 W 25th St, New York, NY 10001, USA",4.6,90,"Day Spa","Chelsea",ChIJhUEsFqVZwokR-7soBruqnBA,
NEW,"Banyan Tree Thai Spa","121 W 27th St Ste 206 (2nd Floor, New York, NY 10001, USA",4.8,457,"Russian Bathhouse","Chelsea",ChIJg0Cezq1ZwokRj2rKOn6Rnm0,
NEW,"Spa & Beauty Chelsea, NYC","124 W 24th St, New York, NY 10011, USA",4.9,56,"Day Spa","Chelsea",ChIJSf5vklNZwokRthptyqWZlK0,
NEW,"30 St Spa","360 7th Ave #2nd, New York, NY 10001, USA",4.5,13,"Day Spa","Chelsea",ChIJT0fGxZlZwokR5W8J5rRJ7jI,
NEW,"Gym U NYC","215 W 23rd St, New York, NY 10011, USA",4,169,"Gym Sauna","Chelsea",ChIJQaRFYYtZwokRDshUjaFcP2k,
NEW,"Life Time","60 W 23rd St, New York, NY 10010, USA",3.7,157,"Gym Sauna","Flatiron",ChIJCTIrwPFZwokReroxCWF_olU,
NEW,"Equinox High Line","100 10th Ave, New York, NY 10011, USA",3.8,130,"Gym Sauna","Chelsea",ChIJ74rrqrhZwokRyhuMj4TbNaA,
NEW,"Chelsea Piers Fitness","308 Park Ave S, New York, NY 10010, USA",4.2,73,"Gym Sauna","Flatiron",ChIJhba4g49ZwokRYWaQrhNZMgI,
NEW,"The Fit Faction","127 W 26th St Store 2, New York, NY 10001, USA",5,41,"Gym Sauna","Chelsea",ChIJKyl_vF1ZwokR7ixTU_1_6js,
NEW,"PureGym - Formerly Blink Fitness","308 8th Ave, New York, NY 10001, USA",4,427,"Gym Sauna","Chelsea",ChIJkdedhLpZwokREX_Svdfz1bY,
NEW,"SWEAT440 Fitness Chelsea","600 6th Ave, New York, NY 10011, USA",4.9,305,"Gym Sauna","Chelsea",ChIJ84XOFz1ZwokRrLVzX3LSwnU,
NEW,"Iron Bodyfit Chelsea, NYC","220 W 16th St, New York, NY 10011, USA",4.9,154,"Gym Sauna","Chelsea",ChIJV6D2NLFZwokRMUKeUGl6H0E,
NEW,"New York Sports Club","128 8th Ave, New York, NY 10011, USA",3.9,421,"Gym Sauna","Chelsea",ChIJewZ2mb5ZwokRWvQfqUOtT08,
NEW,"Crunch Fitness - Chelsea","220 W 19th St, New York, NY 10011, USA",4.2,354,"Gym Sauna","Chelsea",ChIJw6JherxZwokRdJEQ3JTVApM,
NEW,"Equinox Hudson Yards","32 Hudson Yards, New York, NY 10001, USA",3.8,596,"Gym Sauna","Chelsea",ChIJKylnGIFZwokRtpZp0G8MR40,
NEW,"Soho Bubble Spa","429 Broome St, New York, NY 10013, USA",4,92,"Day Spa","Tribeca",ChIJRYnbtnZZwokRD2nSSaMEkaU,
NEW,"Taiji Jubest Spa","303 Canal St 2nd fl, New York, NY 10013, USA",4.3,285,"Day Spa","Tribeca",ChIJqQWqQIpZwokRMoT1qANUiI0,
NEW,"Eva Spa","222 Lafayette St Basement, New York, NY 10012, USA",5,5,"Day Spa","SoHo",ChIJR2IEoupZwokR2xHBdJmYShg,
NEW,"The Spa at Equinox SoHo","69 Prince St, New York, NY 10012, USA",1,2,"Gym Sauna","SoHo",ChIJdS2qUKNZwokRrS-RwnjwVhg,
NEW,"Bliss Spa","568 Broadway #2, New York, NY 10012, USA",4,173,"Day Spa","SoHo",ChIJex7FHI9ZwokRKJc4XtKqgWU,
NEW,"Equinox SoHo","69 Prince St, New York, NY 10012, USA",3.5,163,"Gym Sauna","SoHo",ChIJex7FHI9ZwokR3NkJeC5rhSo,
NEW,"LIMITLESS NYC","371 Canal St, New York, NY 10013, USA",5,221,"Gym Sauna","Tribeca",ChIJe5QyCk5ZwokRwe8c-L76UKY,
NEW,"JDI Barbell Tribeca","Retail Level, 93 Worth St, New York, NY 10013, USA",4.7,44,"Gym Sauna","Tribeca",ChIJkZn64i1bwokRXppyNjfR7jg,
NEW,"Hanson Fitness - SOHO","42 Wooster St, New York, NY 10012, USA",4.8,39,"Gym Sauna","SoHo",ChIJcaHsB4xZwokR8c11NWxXqZE,
NEW,"SoHo Strength Lab","182 Mulberry St, New York, NY 10012, USA",4.9,39,"Gym Sauna","SoHo",ChIJSRhv7IhZwokRG7onKQTCYxA,
NEW,"Equinox Hudson Square","75 Varick St, New York, NY 10013, USA",4.6,21,"Gym Sauna","Tribeca",ChIJKXEN2d5ZwokREOqjqcHd15I,
NEW,"BODYROK Soho","598 Broadway 3rd Floor, New York, NY 10012, USA",4.8,224,"Gym Sauna","SoHo",ChIJYxjLG5BZwokR7O8-BS1XsQg,
NEW,"Naturopathica Tribeca at Nexus Club","100 Church St 7th Floor, New York, NY 10007, USA",4.9,108,"","Tribeca",ChIJua5XIWhbwokRudQVpaXhHng,
NEW,"The Spa at Equinox Tribeca","54 Murray St, New York, NY 10007, USA",,,"Gym Sauna","Tribeca",ChIJsVd0lLlbwokRl7Iz6EO-nxQ,
NEW,"Shibui Spa","377 Greenwich St, New York, NY 10013, USA",4.3,80,"Day Spa","Tribeca",ChIJkQxhg_VZwokRu69-xykT-IE,
NEW,"HigherDOSE","Spa Level, 54 Murray St, New York, NY 10007, USA",5,3,"","Tribeca",ChIJiRO_n3ZbwokRZPzPcAUwEPk,
NEW,"La Réserve Aesthetics Med Spa + Wellness","177 Duane St, New York, NY 10013, USA",5,23,"Day Spa","Tribeca",ChIJFwDdTnxbwokRivTHJ5Rknjk,
NEW,"The Spa at Four Seasons Hotel New York Downtown","27 Barclay St, New York, NY 10007, USA",3.9,36,"Gym Sauna; Hotel Spa","Tribeca",ChIJK9Is4xhawokRM9cdEltMbdk,
NEW,"Spring Bloom Spa","110 Church St, New York, NY 10007, USA",4.9,106,"Day Spa","Tribeca",ChIJ5f8e8lFbwokRfOZ034ABXQE,
NEW,"Equinox Tribeca","54 Murray St, New York, NY 10007, USA",3.4,105,"Gym Sauna","Tribeca",ChIJpY17LBlawokRL3S0t5cQ9_Q,
NEW,"Action Black Tribeca","152 Franklin St, New York, NY 10013, USA",4.9,82,"Gym Sauna","Tribeca",ChIJV3mHo_pZwokRFsFR1z2--Ag,
NEW,"The Live Well Company","256 West St, New York, NY 10013, USA",5,29,"Gym Sauna","Tribeca",ChIJfelmOPRZwokR2S1WtOzQ0xo,
NEW,"Tribeca View","225 Broadway # 2700, New York, NY 10007, USA",4.9,17,"Gym Sauna","Tribeca",ChIJD17RZA5bwokRKsFElZpKKxI,
NEW,"SotoMethod Tribeca","68 Thomas St, New York, NY 10013, USA",5,30,"Gym Sauna","Tribeca",ChIJ2Xg5_MZbwokRIxL5TfSfYmU,
NEW,"The Lodge","450 Greenwich St, New York, NY 10013, USA",5,15,"Gym Sauna","Tribeca",ChIJpXCRRupZwokR0PhedrFtG60,
NEW,"Equinox Wall Street","14 Wall St, New York, NY 10005, USA",3.5,124,"Gym Sauna","Financial District",ChIJN-lWGBdawokRv_dxgktr0sc,
NEW,"FemFit Body Lab","100 Barclay St, New York, NY 10007, USA",4.3,6,"Gym Sauna","Tribeca",ChIJn4xlUydbwokRt2PQNu07VdU,
NEW,"Equinox Brookfield Place","225 Liberty St, New York, NY 10281, USA",4,118,"Gym Sauna","",ChIJk6BlWBpawokR2cSGUkSlnok,
NEW,"Yihan Spa","926 2nd Ave 2nd Floor, New York, NY 10022, USA",5,1674,"Day Spa","Midtown",ChIJ0bHN9OJYwokRaAluhqDbd0Y,
NEW,"Water Cube Spa Relax Center","56 W 39th St 001 Floor, New York, NY 10018, USA",4.8,438,"Day Spa","Midtown",ChIJHV46a3lZwokRQYySFW_hnWk,
NEW,"NY Health Spa | midtown massage NYC","5 W 37th St B1, New York, NY 10018, USA",4.3,16,"Day Spa","Midtown",ChIJK0ozHQxZwokRa5bgOe95x3c,
NEW,"Noble Men’s Spa – Luxury Day Spa & Massage for Men, NYC","274 Madison Ave 13th Floor, Suit 1302, New York, NY 10016, USA",4.9,159,"Day Spa","Midtown",ChIJRYsfOQBZwokRhjOoi5V3b3c,
NEW,"Renew Cozy Spa","34 W 36th St., New York, NY 10018, USA",4.9,264,"Day Spa","Midtown",ChIJT4n-bgBZwokRpIbupyxD2Yk,
NEW,"Spa de La Mer","28 W 53rd St, New York, NY 10019, USA",4,106,"Day Spa","Hell's Kitchen",ChIJwziTY_lYwokRw-n_2sxeSlI,
NEW,"CompleteBody Midtown East","301 E 57th St, New York, NY 10022, USA",4.7,155,"Gym Sauna","Midtown",ChIJMxEineZYwokRTmnQh45Acaw,
NEW,"Crunch Fitness - 38th Street","1385 Broadway, New York, NY 10018, USA",4,292,"Gym Sauna","Midtown",ChIJ0WXGnqtZwokRkz4qZohHaNQ,
NEW,"TMPL - Lexington","155 E 53rd St, New York, NY 10022, USA",4.5,813,"Gym Sauna","Midtown",ChIJKauyoLFZwokRrifZFRhD5YU,
NEW,"Crunch Fitness - 59th Street","1109 2nd Ave, New York, NY 10022, USA",3.9,317,"Gym Sauna","Midtown",ChIJIa4fe-ZYwokR_PsMGPSu68U,
NEW,"Crunch Fitness - 34th Street","222 E 34th St, New York, NY 10016, USA",3.4,354,"Gym Sauna","Midtown",ChIJY4w6_QVZwokRUJqjUE3yp9o,
NEW,"Mid City Gym & Tanning","345 W 42nd St, New York, NY 10036, USA",4.2,292,"Gym Sauna","Midtown",ChIJIdJdHFNYwokRw6N6wI4BKc0,
NEW,"Crunch Fitness - Midtown East","511 Lexington Ave, New York, NY 10017, USA",4,115,"Gym Sauna","Midtown",ChIJC91EOFNZwokRyvd3nVxjjWk,
NEW,"Life Time","110 W 56th St, New York, NY 10019, USA",3.1,70,"Gym Sauna","Hell's Kitchen",ChIJ0a-LKZxZwokRZRbGab1NVLA,
NEW,"Amenity Spa 90","341 E 90th St #1FL, New York, NY 10128, USA",4.6,90,"Day Spa","Upper East Side",ChIJVxmCiRRZwokR0nLoPYttd94,
NEW,"Restore Hyper Wellness","1191 3rd Ave, New York, NY 10021, USA",4.9,520,"Day Spa","Upper East Side",ChIJQ7BzFhtZwokRuWivMIN8WBw,
NEW,"Yihan Spa","200a E 62nd St, New York, NY 10065, USA",5,1045,"Day Spa","Upper East Side",ChIJnT-ApGpZwokRxJfWindTTsE,
NEW,"Spring spa","171 E 92nd St, New York, NY 10128, USA",4.6,18,"Day Spa","Upper East Side",ChIJu_NLErhZwokR0WhNdfHsdBw,
NEW,"Health Spa","419 E 82nd St, New York, NY 10028, USA",3,8,"Day Spa","Upper East Side",ChIJvRePTPZZwokRKgeFxJIHAXA,
NEW,"Sage + Sound","1481 3rd Ave, New York, NY 10028, USA",4.5,107,"","Upper East Side",ChIJ03-PM7hZwokR5T8Vop9drIo,
NEW,"Lee Spa Massage & Wellness","1626 3rd Ave, New York, NY 10128, USA",5,34,"Day Spa","Upper East Side",ChIJyfZrkAxZwokRO6lujPqP_8c,
NEW,"The LIV Method UES","157 East 86th St 3rd Floor, New York, NY 10028, USA",4.5,13,"Gym Sauna","Upper East Side",ChIJR5f4NwNZwokRr0cKgTlKLD4,
NEW,"The Spa at Equinox East 92nd Street","203 E 92nd St, New York, NY 10128, USA",,,"Gym Sauna","Upper East Side",ChIJ59Q1_yhZwokRCbXjKl4a9IY,
NEW,"The Monterey Health Club","175 E 96th St, New York, NY 10128, USA",4.5,40,"Gym Sauna","Upper East Side",ChIJb2_jb6ZYwokRoK3koggliWQ,
NEW,"The Couple Spa","320 E 65th St, New York, NY 10065, USA",4.5,391,"Day Spa","Upper East Side",ChIJTQO3N-hYwokRXbcjLuPod-U,
NEW,"The Spa at Equinox East 85th Street","203 E 85th St, New York, NY 10028, USA",5,1,"Gym Sauna","Upper East Side",ChIJbVT6FTxZwokRBbS_cg9A2C8,
NEW,"The Spa at Fifth Avenue","875 5th Ave # 1cde, New York, NY 10065, USA",5,16,"Day Spa","Upper East Side",ChIJWQWpb0pZwokRqsZsT3k-nJ8,
NEW,"Epic Men’s Spa","810 Lexington Ave 2 FL, New York, NY 10065, USA",4.6,20,"Day Spa","Upper East Side",ChIJa607DUhZwokR_b6WeJQ5Y04,
NEW,"Dream | Spa | Massage","799 Lexington Ave #2a, New York, NY 10065, USA",4.1,10,"Day Spa","Upper East Side",ChIJMUi1s-NZwokRpUfL1vAafdU,
NEW,"The Surrey Spa","20 E 76th St Floor 2, New York, NY 10021, USA",5,4,"Day Spa","Upper East Side",ChIJy2qJGUtZwokR-D0SsyHNzF4,
NEW,"SPA 81","320 E 81st St, New York, NY 10028, USA",4.6,31,"Day Spa","Upper East Side",ChIJ98cRMOpZwokRV_psp8ZWEpY,
NEW,"Ocean Healing Spa","208 E 82nd St, New York, NY 10028, USA",4.5,97,"Day Spa","Upper East Side",ChIJ2bdznr5YwokRntjSo_-1L34,
NEW,"Spa Valmont at the Carlyle","35 E 76th St 3rd Floor, New York, NY 10021, USA",4.6,43,"Day Spa","Upper East Side",ChIJo2upiu5YwokRtIrt84oT3Ps,
NEW,"Amenity Spa 85","240 E 85th St, New York, NY 10028, USA",4.1,172,"Day Spa","Upper East Side",ChIJueOxW75ZwokRLBZGUfTYjA4,
NEW,"Equinox East 63rd Street","817 Lexington Ave, New York, NY 10065, USA",3.3,174,"Gym Sauna","Upper East Side",ChIJwcHHOu9YwokR73xxYxVZlF4,
NEW,"Crunch Fitness - 81st Street","1438 3rd Ave, New York, NY 10028, USA",3.4,364,"Gym Sauna","Upper East Side",ChIJNbrTgb5YwokRv5cVKR3a2nQ,
NEW,"Equinox East 61st Street","330 E 61st St, New York, NY 10065, USA",3.5,175,"Gym Sauna","Upper East Side",ChIJ1U2aLeZYwokRxteduHVRwK8,
NEW,"Equinox East 74th Street","1429 2nd Ave, New York, NY 10021, USA",3.3,116,"Gym Sauna","Upper East Side",ChIJLfGMb8BYwokRuRgJ274zXas,
NEW,"92NY May Center for Health, Fitness & Sport","1395 Lexington Ave, New York, NY 10128, USA",4.3,164,"Gym Sauna","Upper East Side",ChIJbQ4shqRYwokRlMNaz-_v4IM,
NEW,"Fitness Lounge","1695 1st Ave, New York, NY 10128, USA",5,11,"Gym Sauna","Upper East Side",ChIJFbPHfc1ZwokRCjeNONp_CgI,
NEW,"Equinox East 92nd Street","203 E 92nd St, New York, NY 10128, USA",3.8,153,"Gym Sauna","Upper East Side",ChIJsXNTk6RYwokRRadk2R0KgPk,
NEW,"Workshoppe Fitness","1120 3rd Ave, New York, NY 10065, USA",5,30,"Gym Sauna","Upper East Side",ChIJzzurcABZwokRr9Bd13tlfCU,
NEW,"New York Sports Club","349 E 76th St, New York, NY 10021, USA",3.8,614,"Gym Sauna","Upper East Side",ChIJ70vDn8BYwokR4HmfR6-HBOg,
NEW,"E by Equinox Madison Avenue","30 E 85th St, New York, NY 10028, USA",3.5,34,"Gym Sauna","Upper East Side",ChIJN89NUutZwokRRPv51aySx1A,
NEW,"Equinox East 85th Street","203 E 85th St, New York, NY 10028, USA",3.5,99,"Gym Sauna","Upper East Side",ChIJ4c7Rf7xYwokRrcnqR1R27hA,
NEW,"Synergy Fitness Clubs","1781 2nd Ave, New York, NY 10128, USA",4.6,542,"Gym Sauna","Upper East Side",ChIJozrBd6VYwokROEO_Ill3O4A,
NEW,"Crunch Fitness - 66th Street","1131 3rd Ave, New York, NY 10065, USA",3.9,206,"Gym Sauna","Upper East Side",ChIJian9c-lYwokRgHlCvlHb6sU,
NEW,"New York Sports Club","1637 3rd Ave, New York, NY 10128, USA",4,850,"Gym Sauna","Upper East Side",ChIJWeyu-aRYwokRIT7F3EekazM,
NEW,"Restore Hyper Wellness","2148C Broadway, New York, NY 10023, USA",4.9,346,"Day Spa","Upper West Side",ChIJn-GJLwxZwokRO-ANfdQWaW0,
NEW,"Upper West Spa","189 A Amsterdam Ave, New York, NY 10023, USA",5,157,"Day Spa","Upper West Side",ChIJq8SBjDBZwokRMmbxf2h3pW4,
NEW,"MT see you tomorrow spa","200 W 106th St, New York, NY 10025, USA",5,4,"Day Spa","Upper West Side",ChIJee2hlLL3wokRUyCbXRWoweA,
NEW,"Peaceful Body Spa","149 W 72nd St 2 fl, New York, NY 10023, USA",4.1,242,"Day Spa","Upper West Side",ChIJ32F8PQ5ZwokRY4Gg5g1mdB8,
NEW,"The Spa at Equinox West 76th Street","344 Amsterdam Ave, New York, NY 10024, USA",1,1,"Gym Sauna","Upper West Side",ChIJFdwr5MFZwokRdvXCoNQhotg,
NEW,"The Spa at Equinox West 92nd Street","2465 Broadway, New York, NY 10025, USA",,,"Gym Sauna","Upper West Side",ChIJc7qhQ-NZwokRw2cyxCSJqlE,
NEW,"Upper West Side Massage - Hua Kang Best Qi Gong Tui-Na","164 W 80th St, New York, NY 10024, USA",4.6,228,"","Upper West Side",ChIJv4eXnIlYwokRrBX6_XBtJQ8,
NEW,"Equinox West 92nd Street","2465 Broadway, New York, NY 10025, USA",4,226,"Gym Sauna","Upper West Side",ChIJ_y4HX4JYwokRs5khP5kkzNQ,
NEW,"All Seasons body work massage","216 W 79th St, New York, NY 10024, USA",4.3,155,"","Upper West Side",ChIJyze_Up1ZwokRwYCLXDRXsuY,
NEW,"Crunch Fitness - 83rd Street","162 W 83rd St, New York, NY 10024, USA",3.9,400,"Gym Sauna","Upper West Side",ChIJJyZtx4VYwokR1GWWzcXUCzo,
NEW,"Equinox Sports Club New York","160 Columbus Ave, New York, NY 10023, USA",3.4,260,"Gym Sauna","Upper West Side",ChIJr62bNPVYwokRrjUjALpFNcs,
NEW,"Equinox West 76th Street","344 Amsterdam Ave, New York, NY 10024, USA",3.2,123,"Gym Sauna","Upper West Side",ChIJQS2FA4lYwokRZN6dulsD25s,
NEW,"Skin Spa New York - Upper West Side","150 Amsterdam Ave, New York, NY 10023, USA",4.6,190,"Day Spa","Upper West Side",ChIJ3ZpCVzVZwokR3QstQqpzBwE,
NEW,"SK1NYC SPA","850 7th Ave #405, New York, NY 10019, USA",4,4,"Day Spa","Hell's Kitchen",ChIJEekmPXJZwokRYLURCBqn-Ac,
NEW,"The Trump Spa","1 Central Prk W, New York, NY 10023, USA",4.3,21,"Day Spa","Upper West Side",ChIJh5JzbfZYwokRozLr_avmN7U,
NEW,"Kang Hua Massage Spa","228 W 75th St, New York, NY 10023, USA",4.9,242,"Day Spa","Upper West Side",ChIJ78QR5b1ZwokRv9tSWo-fzfE,
NEW,"Melt Feathers Spa - UWS, Upper West Side Professional Massage","243 W 99th St, New York, NY 10025, USA",4.7,129,"Day Spa","Upper West Side",ChIJ5cnDg3X3wokRWCZxoZgcDP4,
NEW,"Huakang Massage Spa","405 Central Prk W, New York, NY 10025, USA",4.8,122,"Day Spa","Upper West Side",ChIJe7_uKrj3wokRZKCbLs0M0bw,
NEW,"NY Renewing Spa 2","677 Amsterdam Ave, New York, NY 10025, USA",4.6,349,"Day Spa","Upper West Side",ChIJw1YXuX9ZwokRDWDsvb97moo,
NEW,"Spa Massage Broadway","2271 Broadway, New York, NY 10024, USA",4.4,323,"Day Spa","Upper West Side",ChIJgcsTFgJZwokRZcgdjZ30S5E,
NEW,"New York Sports Club","2527 Broadway, New York, NY 10025, USA",3.7,752,"Gym Sauna","Upper West Side",ChIJI3iWPCj2wokRTDN2Nrj29Is,
NEW,"Equinox Columbus Circle","10 Columbus Cir, New York, NY 10019, USA",3.5,264,"Gym Sauna","Hell's Kitchen",ChIJMRtanfBYwokRr5YE_1LUuNY,
NEW,"Athletic and Swim Club","787 7th Ave, New York, NY 10019, USA",4.4,76,"Gym Sauna","Hell's Kitchen",ChIJk33q7PhYwokRiB2UXOik8hA,
NEW,"New York Sports Club","23 W 73rd St, New York, NY 10023, USA",3.7,441,"Gym Sauna","Upper West Side",ChIJX3nicoxYwokR_krlU3ht9J4,
NEW,"Top of the One Club & Spa","1 Lincoln Plaza, New York, NY 10023, USA",5,2,"Gym Sauna","Upper West Side",ChIJj0qws_VYwokRC3hoHGrvTLg,
NEW,"X 93 Fitness","673 Amsterdam Ave, New York, NY 10025, USA",5,63,"Gym Sauna","Upper West Side",ChIJeUtatoJYwokR-8ZeaZJXhTM,
NEW,"BeFitNYC","2681 Broadway, New York, NY 10025, USA",4.6,80,"Gym Sauna","Upper West Side",ChIJR54f-CT2wokRGcNjkDL4SZQ,
NEW,"Elysium Fitness","117 W 72nd St #2, New York, NY 10023, USA",4.7,10,"Gym Sauna","Upper West Side",ChIJuXk4uItYwokRp1jaabjkOmg,
NEW,"Strength Society NYC","237 W 105th St, New York, NY 10025, USA",4.9,61,"Gym Sauna","Upper West Side",ChIJqzIUi8j3wokRC-XpHCOsdI0,
NEW,"Momentum Fitness","246 Columbus Ave, New York, NY 10023, USA",4.8,33,"Gym Sauna","Upper West Side",ChIJG1SprohYwokRpZojlee7E_A,
NEW,"Grassroots Fitness Project","371 Amsterdam Ave, New York, NY 10024, USA",5,115,"Gym Sauna","Upper West Side",ChIJT94mVI9YwokR7OV0aAZjHUw,
NEW,"The Spa at Equinox Orchard Street","200 Orchard St, New York, NY 10002, USA",,,"Gym Sauna","Lower East Side",ChIJIQXNi-xZwokRczusidioVys,
NEW,"Grand Street Spa.Inc","331 Grand St, New York, NY 10002, USA",3.5,10,"Day Spa","Lower East Side",ChIJmfO7f2VZwokRZerMNOlht5U,
NEW,"79 SPA","79 Madison St, New York, NY 10002, USA",4.8,8,"Day Spa","Lower East Side",ChIJb5B36EZbwokRyWnhGnGjLUc,
NEW,"Taiji Energy Spa","49 Delancey St, New York, NY 10002, USA",4.7,101,"Day Spa","Lower East Side",ChIJry9-B7VZwokRwxE31rXB-nU,
NEW,"Top-Class Spa","84 Bowery #2f, New York, NY 10013, USA",4.8,166,"Day Spa","Tribeca",ChIJVytUl2xbwokReAHPoK5meQQ,
NEW,"720 Strength Lower East Side","36 Ludlow St, New York, NY 10002, USA",5,77,"Gym Sauna","Lower East Side",ChIJl65GINlbwokRPCIXPWT0VB4,
NEW,"Chinatown YMCA","273 Bowery, New York, NY 10002, USA",3.9,86,"Gym Sauna","Lower East Side",ChIJPbDOr4VZwokRKzsaTVnRvFs,
NEW,"VITAL Climbing Gym - Lower East Side","182 Broome St, New York, NY 10002, USA",4.4,124,"Gym Sauna","Lower East Side",ChIJR062VItZwokRt-Z87zug0D0,
NEW,"F45 Training Lower East Side","100 Delancey St 2nd Floor, New York, NY 10002, USA",4.9,139,"Gym Sauna","Lower East Side",ChIJLdnNR95ZwokROZNkeMpviqE,
NEW,"MCC Fitness","197 E Broadway, New York, NY 10002, USA",4.7,15,"Gym Sauna","Lower East Side",ChIJg1WwVrpbwokRm2eY1--nrV4,
NEW,"Fitness Factory Health Club Harlem","370 W 125th St, New York, NY 10027, USA",4.6,28,"Gym Sauna","Harlem",ChIJx0vs4xX3wokRVS8gbJt_5xY,
NEW,"Paradise Spa & Sauna","100 Linwood Plaza, Fort Lee, NJ 07024, USA",3.7,278,"Boutique Sauna","",ChIJVeNz4Nz2wokRfwRz65cHm00,
